make_model,location,price,body_type,type,warranty,mileage,gearbox,fuel_type,colour,paint,seller,gears,drivetrain,entertainment_media,extras,full_service_history,nonsmoker_vehicle,upholstery,power_hp,safety_category,emission_category
Mercedes-Benz A 180,NL,12245.0, Compact, Used,Yes,140230.0,Manual,diesel,White,Nonmetallic,Dealer,7.0, Front,Standard,1.0,Yes,No,Cloth,109.0,middle,mid
Mercedes-Benz A 200,NL,19995.0, Compact, Used,No,63522.0,Manual,benzine,White,Nonmetallic,Dealer,6.0, Front,Standard,2.0,Yes,No,Leather,156.0,middle,high
Mercedes-Benz A 250,ES,37990.0, Compact, Used,Yes,33576.0,Automatic,benzine,White,Nonmetallic,Dealer,7.0, 4WD,Standard,5.0,No,No,Other,224.0,low,high
Mercedes-Benz ,FR,30490.0, Compact, Used,No,28539.0,Manual,diesel,Black,Metallic,Dealer,6.0, Front,Standard,1.0,No,No,Leather,116.0,low,high
Mercedes-Benz A 180,NL,16945.0, Compact, Used,No,135462.0,Automatic,benzine,White,Nonmetallic,Dealer,7.0, Front,Standard,3.0,No,No,Other,122.0,middle,high
Mercedes-Benz A 250,NL,18950.0, Compact, Used,No,114795.0,Automatic,benzine,Grey,Nonmetallic,Dealer,7.0, Front,Standard,3.0,Yes,No,Leather,211.0,middle,high
Mercedes-Benz A 180,NL,26980.0, Compact, Used,No,82571.0,Automatic,benzine,Grey,Nonmetallic,Dealer,7.0, Front,Standard,6.0,No,No,Leather,122.0,middle,high
Mercedes-Benz A 180,NL,18945.0, Compact, Used,Yes,96488.0,Automatic,benzine,Grey,Metallic,Dealer,8.0, Front,Standard,6.0,Yes,No,Leather,122.0,middle,high
Mercedes-Benz A 180,NL,22950.0, Compact, Used,No,109275.0,Automatic,benzine,Brown,Nonmetallic,Dealer,7.0, Front,Standard,4.0,Yes,Yes,Leather,122.0,middle,high
Mercedes-Benz CL,FR,40890.0, Compact, Used,No,5000.0,Automatic,benzine,Blue,Nonmetallic,Dealer,8.0, 4WD,Standard,5.0,No,No,Cloth,118.0,middle,high
Mercedes-Benz CL,FR,39900.0, Compact, Used,No,7000.0,Automatic,benzine,White,Nonmetallic,Dealer,8.0, 4WD,Standard,5.0,No,No,Cloth,118.0,middle,high
Mercedes-Benz CL,FR,38890.0, Compact, Used,No,5000.0,Automatic,benzine,Black,Nonmetallic,Dealer,8.0, 4WD,Standard,5.0,No,No,Cloth,118.0,middle,high
Mercedes-Benz A 200,NL,32990.0, Compact, Used,Yes,41004.0,Automatic,benzine,Grey,Metallic,Dealer,7.0, Front,Standard,2.0,No,No,Alcantara,163.0,middle,high
Mercedes-Benz A 180,NL,12295.0, Compact, Used,No,161839.0,Manual,benzine,Grey,Metallic,Dealer,6.0, Front,Standard,2.0,Yes,No,Leather,122.0,middle,high
Mercedes-Benz A 180,ES,27400.0, Compact, Used,Yes,96300.0,Automatic,diesel,Grey,Nonmetallic,Dealer,7.0, Front,Standard,1.0,No,No,Leather,116.0,low,high
Mercedes-Benz A 35 AMG,FR,52999.0, Compact, Used,No,50426.0,Automatic,benzine,Grey,Nonmetallic,Dealer,7.0, 4WD,Standard,2.0,No,No,Leather,310.0,low,high
Mercedes-Benz A 200,NL,29950.0, Compact, Used,Yes,63267.0,Automatic,benzine,Grey,Metallic,Dealer,7.0, Front,Standard,3.0,Yes,No,Cloth,165.0,middle,high
Mercedes-Benz A 250,ES,36900.0, Compact, Used,Yes,17500.0,Automatic,electric,Blue,Metallic,Dealer,8.0, Front,Standard,5.0,No,No,Other,218.0,low,high
Mercedes-Benz A 250,NL,22950.0, Compact, Used,No,81835.0,Automatic,benzine,Black,Metallic,Dealer,7.0, Front,Standard,7.0,Yes,No,Leather,211.0,middle,high
Mercedes-Benz A 180,NL,34950.0, Compact, Used,No,74458.0,Automatic,benzine,White,Metallic,Dealer,7.0, Front,Standard,4.0,Yes,No,Leather,136.0,middle,high
Mercedes-Benz A 180,NL,35950.0, Compact, Used,No,14683.0,Automatic,benzine,Grey,Metallic,Dealer,7.0, Front,Standard,4.0,Yes,No,Leather,136.0,middle,high
Mercedes-Benz A 200,ES,19990.0, Compact, Used,Yes,87119.0,Automatic,diesel,White,Nonmetallic,Dealer,7.0, Front,Standard,1.0,No,No,Leather,136.0,low,high
Mercedes-Benz A 180,NL,18750.0, Compact, Used,No,108208.0,Manual,benzine,White,Nonmetallic,Dealer,6.0, Front,Standard,2.0,Yes,No,Leather,122.0,low,high
Mercedes-Benz A 180,NL,15250.0, Compact, Used,Yes,100532.0,Manual,benzine,Grey,Metallic,Dealer,6.0, Front,Standard,4.0,Yes,No,Leather,122.0,middle,high
Mercedes-Benz ,FR,22790.0, Compact, Used,No,47638.0,Automatic,diesel,Black,Nonmetallic,Dealer,7.0, Front,Standard,2.0,No,No,Leather,109.0,low,high
Mercedes-Benz A 180,AT,27250.0, Compact, Used,No,86000.0,Automatic,diesel,Black,Nonmetallic,Dealer,6.0, Front,Standard,12.0,Yes,No,Cloth,116.0,middle,high
Mercedes-Benz ,FR,28790.0, Compact, Used,No,24045.0,Manual,diesel,White,Metallic,Dealer,6.0, Front,Standard,1.0,No,No,Leather,116.0,low,high
Mercedes-Benz A 180,NL,28590.0, Compact, Used,Yes,70840.0,Automatic,diesel,Black,Nonmetallic,Dealer,7.0, Front,Standard,3.0,No,No,Leather,116.0,low,high
Mercedes-Benz A 160,FR,14990.0, Compact, Used,No,69210.0,Manual,diesel,Black,Nonmetallic,Dealer,5.0, Front,Standard,2.0,No,No,Cloth,91.0,low,high
Mercedes-Benz A 180,FR,23190.0, Compact, Used,No,25919.0,Automatic,diesel,Silver,Metallic,Dealer,7.0, Front,Standard,2.0,No,No,Leather,116.0,low,high
Mercedes-Benz A 180,NL,13950.0, Compact, Used,Yes,133773.0,Manual,benzine,Black,Nonmetallic,Dealer,6.0, Front,Standard,1.0,Yes,No,Leather,122.0,middle,high
Mercedes-Benz A 200,NL,33500.0, Compact, Used,No,64810.0,Automatic,benzine,White,Nonmetallic,Dealer,7.0, Front,Standard,4.0,Yes,No,Leather,165.0,middle,high
Mercedes-Benz A 220,ES,31500.0, Compact, Used,Yes,47500.0,Automatic,benzine,White,Nonmetallic,Dealer,7.0, Front,Standard,2.0,No,No,Cloth,190.0,low,high
Mercedes-Benz A 180,NL,17995.0, Compact, Used,No,198291.0,Manual,diesel,Black,Metallic,Dealer,6.0, Front,Standard,2.0,Yes,No,Leather,107.0,middle,high
Mercedes-Benz A 180,NL,17950.0, Compact, Used,No,75594.0,Manual,benzine,Grey,Metallic,Dealer,6.0, Front,Standard,4.0,Yes,No,Leather,122.0,middle,high
Mercedes-Benz A 180,ES,26890.0, Compact, Used,Yes,29999.0,Automatic,diesel,Black,Nonmetallic,Dealer,7.0, Front,Standard,1.0,No,No,Leather,116.0,low,high
Mercedes-Benz A 200,NL,20500.0, Compact, Used,No,95698.0,Automatic,benzine,Grey,Nonmetallic,Dealer,7.0, Front,Standard,2.0,Yes,No,Leather,156.0,low,high
Mercedes-Benz A 180,NL,18999.0, Compact, Used,No,96010.0,Automatic,diesel,Green,Nonmetallic,Dealer,7.0, Front,Standard,3.0,Yes,No,Leather,109.0,middle,high
Mercedes-Benz A 180,BE,28490.0, Compact, Used,No,33349.0,Automatic,diesel,Black,Metallic,Dealer,7.0, Front,Standard,9.0,Yes,Yes,Other,116.0,middle,high
Mercedes-Benz A 160,NL,14885.0, Compact, Used,No,152591.0,Manual,benzine,Black,Metallic,Dealer,6.0, Front,Standard,1.0,Yes,No,Cloth,102.0,middle,high
Mercedes-Benz CL,FR,39990.0, Compact, Used,No,4955.0,Automatic,benzine,Black,Nonmetallic,Dealer,8.0, 4WD,Standard,5.0,No,No,Cloth,118.0,middle,high
Mercedes-Benz A 180,NL,17950.0, Compact, Used,No,132111.0,Automatic,benzine,Black,Metallic,Dealer,7.0, Front,Standard,7.0,No,No,Leather,122.0,middle,high
Mercedes-Benz A 200,NL,38950.0, Compact, Used,Yes,15406.0,Automatic,benzine,Blue,Metallic,Dealer,7.0, Front,Standard,4.0,Yes,No,Leather,165.0,middle,high
Mercedes-Benz A 160,AT,20480.0, Compact, Used,No,113284.0,Automatic,benzine,White,Nonmetallic,Dealer,5.0, Front,Standard,5.0,Yes,No,Leather,102.0,middle,high
Mercedes-Benz A 180,NL,18400.0, Compact, Used,Yes,102998.0,Automatic,benzine,White,Nonmetallic,Dealer,7.0, Front,Standard,5.0,Yes,No,Leather,122.0,middle,high
Mercedes-Benz CL,FR,37490.0, Compact, Used,No,8500.0,Automatic,diesel,Grey,Nonmetallic,Dealer,8.0, 4WD,Standard,4.0,No,No,Cloth,118.0,middle,high
Mercedes-Benz A 180,NL,21945.0, Compact, Used,Yes,50340.0,Automatic,benzine,Grey,Metallic,Dealer,7.0, Front,Standard,6.0,Yes,No,Leather,122.0,middle,high
Mercedes-Benz A 180,NL,21950.0, Compact, Used,Yes,87385.0,Automatic,benzine,Black,Nonmetallic,Dealer,7.0, Front,Standard,5.0,Yes,No,Alcantara,122.0,middle,high
Mercedes-Benz A 200,NL,33950.0, Compact, Used,No,86828.0,Automatic,benzine,White,Nonmetallic,Dealer,7.0, Front,Standard,3.0,Yes,No,Leather,163.0,middle,high
Mercedes-Benz CL,FR,39490.0, Compact, Used,No,5000.0,Automatic,benzine,Grey,Nonmetallic,Dealer,8.0, 4WD,Standard,5.0,No,No,Cloth,118.0,middle,high
Mercedes-Benz A 200,FR,21999.0, Compact, Used,Yes,93827.0,Automatic,diesel,Grey,Nonmetallic,Dealer,7.0, Front,Standard,2.0,No,No,Leather,137.0,low,high
Mercedes-Benz ,FR,18390.0, Compact, Used,No,66574.0,Manual,diesel,Black,Metallic,Dealer,6.0, Front,Standard,1.0,No,No,Leather,90.0,low,high
Mercedes-Benz A 200,NL,32490.0, Compact, Used,Yes,49612.0,Automatic,benzine,Grey,Metallic,Dealer,7.0, Front,Standard,3.0,No,No,Leather,163.0,low,high
Mercedes-Benz ,FR,28290.0, Compact, Used,No,22888.0,Manual,diesel,White,Metallic,Dealer,6.0, Front,Standard,1.0,No,No,Leather,116.0,low,high
Mercedes-Benz A 200,IT,30900.0, Compact, Used,Yes,13200.0,Automatic,benzine,Grey,Nonmetallic,Dealer,7.0, Front,Standard,6.0,No,No,Leather,163.0,high,high
Mercedes-Benz A 200,ES,21800.0, Compact, Used,Yes,94000.0,Automatic,diesel,Silver,Nonmetallic,Dealer,7.0, Front,Standard,1.0,No,No,Leather,136.0,low,high
Mercedes-Benz CL,FR,39490.0, Compact, Used,No,8500.0,Automatic,benzine,White,Nonmetallic,Dealer,8.0, 4WD,Standard,5.0,No,No,Cloth,118.0,middle,high
Mercedes-Benz A 200,NL,23490.0, Compact, Used,Yes,80630.0,Automatic,diesel,White,Nonmetallic,Dealer,7.0, Front,Standard,1.0,No,No,Cloth,136.0,low,high
Mercedes-Benz A 160,NL,17495.0, Compact, Used,No,78041.0,Manual,benzine,Grey,Nonmetallic,Dealer,5.0, Front,Standard,2.0,No,No,Leather,102.0,middle,high
Mercedes-Benz A 220,ES,22500.0, Compact, Used,Yes,104500.0,Automatic,diesel,Black,Nonmetallic,Dealer,7.0, Front,Standard,2.0,No,No,Cloth,177.0,low,high
Mercedes-Benz A 180,NL,26950.0, Compact, Used,No,89805.0,Automatic,benzine,Black,Nonmetallic,Dealer,7.0, Front,Standard,2.0,Yes,No,Leather,136.0,low,high
Mercedes-Benz A 180,NL,16850.0, Compact, Used,Yes,113023.0,Automatic,benzine,Grey,Metallic,Dealer,7.0, Front,Standard,3.0,Yes,No,Leather,122.0,middle,high
Mercedes-Benz A 220,FR,22999.0, Compact, Used,Yes,112416.0,Automatic,diesel,Grey,Nonmetallic,Dealer,7.0, Front,Standard,1.0,No,No,Cloth,179.0,middle,high
Mercedes-Benz A 180,NL,21995.0, Compact, Used,Yes,109367.0,Automatic,benzine,White,Metallic,Dealer,7.0, Front,Standard,4.0,Yes,No,Leather,122.0,middle,high
Mercedes-Benz A 160,NL,22745.0, Compact, Used,No,100707.0,Automatic,benzine,Grey,Metallic,Dealer,7.0, Front,Standard,5.0,Yes,No,Leather,102.0,middle,high
Mercedes-Benz A 200,NL,31990.0, Compact, Used,Yes,78959.0,Automatic,benzine,Black,Nonmetallic,Dealer,7.0, Front,Standard,4.0,No,No,Leather,163.0,low,high
Mercedes-Benz ,FR,21690.0, Compact, Used,No,59199.0,Manual,benzine,Silver,Metallic,Dealer,6.0, Front,Standard,1.0,No,No,Leather,109.0,low,high
Mercedes-Benz A 160,NL,18950.0, Compact, Used,Yes,55538.0,Manual,benzine,Black,Metallic,Dealer,6.0, Front,Standard,2.0,Yes,No,Cloth,102.0,middle,high
Mercedes-Benz A 180,NL,26245.0, Compact, Used,No,44319.0,Automatic,benzine,Grey,Metallic,Dealer,7.0, Front,Standard,4.0,Yes,No,Leather,122.0,middle,high
Mercedes-Benz CL,FR,74990.0, Compact, Used,No,7000.0,Automatic,benzine,Grey,Nonmetallic,Dealer,8.0, 4WD,Standard,4.0,No,No,Leather,118.0,middle,high
Mercedes-Benz CL,FR,29990.0, Compact, Used,No,23982.0,Automatic,diesel,Grey,Nonmetallic,Dealer,8.0, 4WD,Standard,3.0,No,No,Cloth,118.0,middle,high
Mercedes-Benz A 180,NL,21995.0, Compact, Used,No,92469.0,Automatic,benzine,Blue,Nonmetallic,Dealer,7.0, Front,Standard,5.0,No,No,Leather,122.0,middle,high
Mercedes-Benz B 180,IT,16900.0, Compact, Used,No,131404.0,Automatic,diesel,Black,Nonmetallic,Dealer,7.0, Front,Standard,2.0,No,No,Leather,109.0,low,high
Mercedes-Benz CL,FR,39990.0, Compact, Used,No,8000.0,Automatic,benzine,Silver,Nonmetallic,Dealer,8.0, 4WD,Standard,5.0,No,No,Cloth,118.0,middle,high
Mercedes-Benz A 180,BE,27890.0, Compact, Used,Yes,38236.0,Automatic,diesel,Grey,Metallic,Dealer,7.0, Front,Standard,8.0,No,Yes,Leather,116.0,middle,high
Mercedes-Benz A 220,FR,31999.0, Compact, Used,Yes,30069.0,Automatic,benzine,Grey,Nonmetallic,Dealer,7.0, Front,Standard,1.0,No,No,Cloth,193.0,low,high
Mercedes-Benz A 180,NL,13845.0, Compact, Used,No,123617.0,Manual,diesel,Grey,Metallic,Dealer,6.0, Front,Standard,3.0,No,No,Leather,109.0,middle,high
Mercedes-Benz CL,FR,39990.0, Compact, Used,No,8500.0,Automatic,benzine,Black,Nonmetallic,Dealer,8.0, 4WD,Standard,5.0,No,No,Cloth,118.0,middle,high
Mercedes-Benz GLB 200,ES,43900.0, Compact, Used,Yes,33297.0,Automatic,diesel,White,Nonmetallic,Dealer,8.0, 4WD,Standard,13.0,No,No,Leather,150.0,low,high
Mercedes-Benz CL,FR,39999.0, Compact, Used,No,19234.0,Automatic,diesel,Black,Nonmetallic,Dealer,8.0, 4WD,Standard,1.0,No,No,Cloth,193.0,low,high
Mercedes-Benz CL,FR,26490.0, Compact, Used,No,107245.0,Automatic,diesel,Grey,Nonmetallic,Dealer,8.0, 4WD,Standard,3.0,No,No,Cloth,118.0,middle,high
Mercedes-Benz A 200,FR,29999.0, Compact, Used,Yes,43819.0,Automatic,diesel,Grey,Nonmetallic,Dealer,7.0, Front,Standard,1.0,No,No,Leather,152.0,middle,high
Mercedes-Benz A 200,NL,35950.0, Compact, Used,No,30535.0,Automatic,benzine,Black,Nonmetallic,Dealer,7.0, Front,Standard,3.0,No,No,Leather,165.0,middle,high
Mercedes-Benz CL,FR,26990.0, Compact, Used,No,52019.0,Automatic,diesel,Grey,Nonmetallic,Dealer,8.0, 4WD,Standard,5.0,No,No,Cloth,118.0,middle,high
Mercedes-Benz A 200,FR,20999.0, Compact, Used,No,108714.0,Automatic,diesel,Grey,Nonmetallic,Dealer,7.0, Front,Standard,1.0,No,No,Leather,137.0,low,high
Mercedes-Benz A 180,BE,27490.0, Compact, Used,Yes,25780.0,Manual,benzine,Grey,Metallic,Dealer,6.0, Front,Standard,6.0,No,Yes,Leather,136.0,middle,high
Mercedes-Benz CL,FR,27499.0, Compact, Used,No,40505.0,Automatic,benzine,Black,Nonmetallic,Dealer,8.0, 4WD,Standard,1.0,No,No,Cloth,166.0,low,high
Mercedes-Benz A 35 AMG,FR,47999.0, Compact, Used,No,66521.0,Automatic,benzine,Grey,Nonmetallic,Dealer,7.0, 4WD,Standard,1.0,No,No,Leather,310.0,low,high
Mercedes-Benz CL,FR,45490.0, Compact, Used,No,9000.0,Automatic,diesel,White,Nonmetallic,Dealer,8.0, 4WD,Standard,5.0,No,No,Cloth,118.0,middle,high
Mercedes-Benz A 180,BE,29490.0, Compact, Used,Yes,22042.0,Automatic,diesel,Silver,Metallic,Dealer,7.0, Front,Standard,9.0,Yes,Yes,Cloth,116.0,middle,high
Mercedes-Benz A 200,FR,21999.0, Compact, Used,Yes,77642.0,Manual,diesel,Grey,Nonmetallic,Dealer,7.0, Front,Standard,1.0,No,No,Leather,137.0,middle,high
Mercedes-Benz A 200,ES,17990.0, Compact, Used,Yes,175500.0,Manual,diesel,Red,Nonmetallic,Dealer,7.0, Front,Standard,1.0,No,No,Leather,136.0,low,high
Mercedes-Benz CL,FR,30999.0, Compact, Used,Yes,17000.0,Manual,diesel,Black,Nonmetallic,Dealer,8.0, 4WD,Standard,1.0,No,No,Cloth,118.0,low,high
Mercedes-Benz CL,FR,39990.0, Compact, Used,No,8500.0,Automatic,benzine,White,Nonmetallic,Dealer,8.0, 4WD,Standard,5.0,No,No,Cloth,118.0,middle,high
Mercedes-Benz CL,FR,33490.0, Compact, Used,No,9000.0,Automatic,benzine,Black,Nonmetallic,Dealer,8.0, 4WD,Standard,4.0,No,No,Cloth,118.0,middle,high
Mercedes-Benz B 200,ES,34900.0, Compact, Used,Yes,29348.0,Automatic,diesel,Blue,Nonmetallic,Dealer,8.0, Front,Standard,1.0,No,No,Leather,150.0,middle,high
Mercedes-Benz A 180,FR,19999.0, Compact, Used,Yes,73301.0,Automatic,diesel,Grey,Nonmetallic,Dealer,7.0, Front,Standard,1.0,No,No,Leather,110.0,middle,high
Mercedes-Benz A 250,NL,46945.0, Compact, Used,Yes,65.0,Automatic,electric,White,Nonmetallic,Dealer,7.0, Front,Standard,5.0,No,No,Cloth,160.0,low,high
Mercedes-Benz CL,FR,29999.0, Compact, Used,No,74291.0,Automatic,diesel,Black,Nonmetallic,Dealer,8.0, 4WD,Standard,1.0,No,No,Cloth,152.0,low,high
Mercedes-Benz A 220,FR,29999.0, Compact, Used,No,55363.0,Automatic,benzine,Red,Nonmetallic,Dealer,7.0, Front,Standard,1.0,No,No,Cloth,193.0,low,high
Mercedes-Benz CL,FR,17990.0, Compact, Used,No,88677.0,Automatic,diesel,Black,Nonmetallic,Dealer,8.0, 4WD,Standard,4.0,No,No,Cloth,118.0,middle,high
Mercedes-Benz A 250,NL,45900.0, Compact, Used,Yes,1236.0,Automatic,electric,White,Nonmetallic,Dealer,8.0, Front,Standard,3.0,No,Yes,Leather,102.0,middle,high
Mercedes-Benz CL,FR,28690.0, Compact, Used,No,28993.0,Automatic,benzine,Grey,Nonmetallic,Dealer,8.0, 4WD,Standard,3.0,No,No,Cloth,118.0,middle,high
Mercedes-Benz A 180,NL,30899.0, Compact, Used,No,29500.0,Automatic,benzine,Black,Metallic,Dealer,7.0, Front,Standard,4.0,No,No,Other,136.0,middle,high
Mercedes-Benz A 180,NL,32750.0, Compact, Used,Yes,49444.0,Automatic,benzine,Silver,Metallic,Dealer,7.0, Front,Standard,5.0,Yes,No,Leather,136.0,middle,high
Mercedes-Benz A 180,NL,21490.0, Compact, Used,No,67120.0,Automatic,benzine,Black,Metallic,Dealer,7.0, Front,Standard,1.0,Yes,Yes,Leather,122.0,middle,high
Mercedes-Benz A 220,FR,29999.0, Compact, Used,No,40698.0,Automatic,benzine,Grey,Nonmetallic,Dealer,7.0, Front,Mid-range,1.0,No,No,Cloth,193.0,low,high
Mercedes-Benz A 180,FR,20999.0, Compact, Used,Yes,71482.0,Automatic,diesel,Grey,Nonmetallic,Dealer,7.0, Front,Standard,1.0,No,No,Leather,110.0,low,high
Mercedes-Benz CL,FR,24890.0, Compact, Used,No,36021.0,Manual,benzine,White,Nonmetallic,Dealer,8.0, 4WD,Standard,3.0,No,No,Cloth,118.0,middle,high
Mercedes-Benz CL,FR,35990.0, Compact, Used,No,39267.0,Automatic,benzine,Black,Nonmetallic,Dealer,8.0, 4WD,Standard,5.0,No,No,Cloth,118.0,middle,high
Mercedes-Benz CL,FR,22990.0, Compact, Used,No,44266.0,Automatic,benzine,Silver,Nonmetallic,Dealer,8.0, 4WD,Standard,4.0,No,No,Cloth,118.0,middle,high
Mercedes-Benz CL,FR,39900.0, Compact, Used,No,10200.0,Automatic,benzine,White,Nonmetallic,Dealer,8.0, 4WD,Standard,5.0,No,No,Cloth,118.0,middle,high
Mercedes-Benz CL,FR,23990.0, Compact, Used,No,59910.0,Automatic,diesel,Black,Nonmetallic,Dealer,8.0, 4WD,Standard,3.0,No,No,Cloth,118.0,middle,high
Mercedes-Benz E 350,FR,21990.0, Compact, Used,Yes,96000.0,Automatic,diesel,Grey,Nonmetallic,Dealer,7.0, 4WD,Standard,2.0,No,No,Leather,265.0,middle,high
Mercedes-Benz A 180,NL,18995.0, Compact, Used,No,99533.0,Automatic,benzine,White,Nonmetallic,Dealer,7.0, Front,Standard,5.0,No,No,Other,122.0,middle,high
Mercedes-Benz A 160,IT,5900.0, Compact, Used,No,192000.0,Manual,lpg/cng,Grey,Nonmetallic,Dealer,5.0, Front,Standard,10.0,Yes,Yes,Leather,95.0,middle,high
Mercedes-Benz CLA 200,IT,25900.0, Compact, Used,Yes,40335.0,Automatic,diesel,Grey,Metallic,Dealer,7.0, Front,Standard,3.0,Yes,Yes,Leather,136.0,low,high
Mercedes-Benz A 35 AMG,NL,45950.0, Compact, Used,No,92751.0,Automatic,benzine,Blue,Metallic,Dealer,7.0, 4WD,Standard,4.0,Yes,No,Leather,306.0,middle,high
Mercedes-Benz A 45 AMG,IT,34500.0, Compact, Used,Yes,73950.0,Automatic,benzine,Grey,Nonmetallic,Dealer,7.0, 4WD,Standard,1.0,No,No,Leather,381.0,middle,high
Mercedes-Benz A 200,BE,30890.0, Compact, Used,No,51774.0,Automatic,diesel,Black,Metallic,Dealer,7.0, Front,Standard,1.0,No,No,Leather,150.0,low,high
Mercedes-Benz A 45 AMG,ES,80000.0, Compact, Pre-registered,Yes,1.0,Automatic,benzine,Grey,Nonmetallic,Dealer,8.0, 4WD,Standard,1.0,No,No,Leather,400.0,low,high
Mercedes-Benz GLA 180,ES,24537.0, Compact, Used,Yes,123558.0,Manual,diesel,Blue,Nonmetallic,Dealer,6.0, Front,Standard,8.0,No,No,Leather,122.0,middle,high
Mercedes-Benz A 45 AMG,ES,28999.0, Compact, Used,No,93000.0,Automatic,benzine,Grey,Nonmetallic,Dealer,7.0, 4WD,Standard,1.0,No,No,Leather,360.0,low,high
Mercedes-Benz A 220,ES,16990.0, Compact, Used,Yes,167800.0,Automatic,diesel,White,Metallic,Dealer,7.0, Front,Standard,2.0,No,No,Cloth,170.0,low,high
Mercedes-Benz E 220,ES,27000.0, Compact, Used,Yes,132000.0,Automatic,diesel,Grey,Nonmetallic,Dealer,9.0, Rear,Standard,1.0,No,No,Leather,194.0,low,high
Mercedes-Benz A 45 AMG,ES,22900.0, Compact, Used,Yes,79000.0,Automatic,diesel,White,Nonmetallic,Dealer,7.0, 4WD,Standard,1.0,No,No,Leather,170.0,low,high
Mercedes-Benz A 45 AMG,ES,80000.0, Compact, Pre-registered,Yes,100.0,Automatic,benzine,Black,Metallic,Dealer,8.0, 4WD,Standard,1.0,No,No,Leather,400.0,low,high
Mercedes-Benz A 45 AMG,ES,35900.0, Compact, Used,Yes,21000.0,Automatic,benzine,Grey,Nonmetallic,Dealer,7.0, 4WD,Standard,1.0,No,No,Leather,360.0,low,high
Mercedes-Benz A 45 AMG,ES,36500.0, Compact, Used,Yes,24900.0,Automatic,benzine,White,Nonmetallic,Dealer,7.0, 4WD,Standard,1.0,No,No,Leather,360.0,low,high
Mercedes-Benz A 45 AMG,ES,35500.0, Compact, Used,Yes,37000.0,Automatic,benzine,Black,Nonmetallic,Dealer,7.0, 4WD,Standard,1.0,No,No,Leather,360.0,low,high
Mercedes-Benz A 45 AMG,ES,73900.0, Compact, Used,Yes,13700.0,Automatic,benzine,Yellow,Nonmetallic,Dealer,8.0, 4WD,Standard,1.0,No,No,Leather,400.0,low,high
Mercedes-Benz A 35 AMG,NL,58500.0, Compact, Used,No,58517.0,Semi-automatic,benzine,Black,Metallic,Dealer,7.0, 4WD,Standard,7.0,Yes,No,Leather,306.0,middle,high
Mercedes-Benz A 45 AMG,ES,65900.0, Compact, Used,Yes,49900.0,Automatic,benzine,Grey,Nonmetallic,Dealer,8.0, 4WD,Standard,1.0,No,No,Leather,400.0,low,high
Mercedes-Benz A 250,ES,36900.0, Compact, Used,Yes,22250.0,Automatic,benzine,Black,Metallic,Dealer,7.0, 4WD,Standard,5.0,No,No,Other,224.0,low,high
Mercedes-Benz A 45 AMG,ES,70000.0, Compact, Used,No,11562.0,Automatic,benzine,Black,Metallic,Dealer,8.0, 4WD,Standard,1.0,No,No,Leather,400.0,low,high
Mercedes-Benz A 35 AMG,ES,51890.0, Compact, Used,Yes,47000.0,Automatic,benzine,Blue,Metallic,Dealer,7.0, 4WD,Standard,1.0,No,No,Leather,306.0,low,high
Mercedes-Benz A 220,ES,22900.0, Compact, Used,Yes,19990.0,Automatic,diesel,Grey,Nonmetallic,Dealer,7.0, Front,Standard,2.0,No,No,Cloth,177.0,low,high
Mercedes-Benz A 45 AMG,ES,33900.0, Compact, Used,Yes,164000.0,Automatic,benzine,Black,Nonmetallic,Dealer,7.0, 4WD,Standard,2.0,No,No,Leather,381.0,low,high
Mercedes-Benz A 35 AMG,ES,59700.0, Compact, Used,Yes,20900.0,Automatic,benzine,Blue,Metallic,Dealer,7.0, 4WD,Standard,1.0,No,No,Leather,306.0,low,high
Mercedes-Benz A 35 AMG,ES,53900.0, Compact, Used,Yes,4700.0,Automatic,benzine,Grey,Nonmetallic,Dealer,7.0, 4WD,Standard,1.0,No,No,Leather,306.0,low,high
Mercedes-Benz A 45 AMG,ES,71900.0, Compact, Used,Yes,24830.0,Automatic,benzine,Yellow,Nonmetallic,Dealer,8.0, 4WD,Standard,1.0,No,No,Leather,400.0,low,high
Mercedes-Benz A 220,ES,18499.0, Compact, Used,No,160000.0,Automatic,diesel,Black,Metallic,Dealer,7.0, Front,Standard,2.0,No,No,Cloth,170.0,low,high
Mercedes-Benz A 180,ES,6800.0, Compact, Used,Yes,191074.0,Manual,diesel,Black,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Leather,109.0,low,high
Mercedes-Benz A 220,ES,27990.0, Compact, Used,Yes,24510.0,Automatic,benzine,Grey,Nonmetallic,Dealer,7.0, Front,Standard,2.0,No,No,Cloth,190.0,low,high
Mercedes-Benz A 45 AMG,ES,28950.0, Compact, Used,Yes,175000.0,Automatic,benzine,Grey,Nonmetallic,Dealer,7.0, 4WD,Standard,1.0,No,No,Leather,360.0,low,high
Mercedes-Benz A 45 AMG,ES,35900.0, Compact, Used,Yes,29328.0,Automatic,benzine,White,Nonmetallic,Dealer,7.0, 4WD,Standard,1.0,No,No,Leather,360.0,low,high
Mercedes-Benz A 180,ES,15590.0, Compact, Used,Yes,270000.0,Automatic,diesel,Grey,Nonmetallic,Dealer,7.0, Front,Standard,1.0,No,No,Leather,109.0,low,high
